Site Number,Pb_Content,Longitude,Latitude,
1684,88,-75.181391,39.948112,
1685,87,-75.225502,40.053374,
1686,87,-75.230559,40.067100,
1687,87,-75.161412,40.007376,
1688,87,-75.162180,39.952220,
1689,87,-75.135866,39.970256,
1690,86,-75.213111,40.057360,
1691,86,-75.117744,39.989745,
1692,86,-75.218638,39.966071,
1693,85,-75.169323,40.032405,
1694,85,-75.225502,40.053374,
1695,84,-75.230559,40.067100,
1696,84,-75.230559,40.067100,
1697,84,-75.228720,40.077858,
1698,84,-75.142914,39.971132,
1699,84,-75.188096,39.992074,
1700,83,-75.212787,39.945606,
1701,83,-75.160477,39.934451,
1702,83,-75.230559,40.067100,
1703,83,-75.227793,40.052781,
1704,83,-75.069823,40.078897,
1705,82,-75.228720,40.077858,
1706,82,-75.228720,40.077858,
1707,82,-75.039118,40.104920,
1708,82,-75.069823,40.078897,
1709,81,-75.188096,39.992074,
1710,81,-75.163487,39.943375,
1711,81,-75.241533,40.057442,
1712,80,-75.228720,40.077858,
1713,80,-75.117744,39.989745,
1714,80,-75.125565,39.979219,
1715,80,-75.225502,40.053374,
1716,80,-75.225502,40.053374,
1717,79,-75.146058,39.969437,
1718,79,-75.213111,40.057360,
1719,79,-75.241533,40.057442,
1720,79,-75.069986,40.039007,
1721,78,-75.210631,39.962504,
1722,78,-75.215870,39.947450,
1723,78,-75.131753,39.982167,
1724,78,-75.138183,39.970773,
1725,78,-75.124112,39.985119,
1726,78,-75.127690,39.975100,
1727,78,-75.225502,40.053374,
1728,77,-75.230559,40.067100,
1729,77,-75.169323,40.032405,
1730,77,-75.159223,39.943878,
1731,76,-75.124112,39.985119,
1732,76,-75.199117,40.043358,
1733,76,-75.216582,39.948035,
1734,76,-75.252036,39.969568,
1735,76,-75.169108,40.048057,
1736,76,-75.225502,40.053374,
1737,75,-75.213111,40.057360,
1738,75,-75.007986,40.068773,
1739,74,-75.168767,39.966606,
1740,73,-75.069823,40.078897,
1741,73,-75.165833,39.925016,
1742,72,-75.194054,39.982471,
1743,72,-75.228720,40.077858,
1744,72,-75.228720,40.077858,
1745,71,-75.228720,40.077858,
1746,71,-75.194309,40.051615,
1747,71,-75.126723,39.986074,
1748,71,-75.145276,39.981766,
1749,69,-75.162785,39.938607,
1750,68,-75.252036,39.969568,
1751,68,-75.220484,39.952026,
1752,68,-75.161412,40.007376,
1753,67,-75.127874,39.985498,
1754,66,-75.065948,39.999829,
1755,65,-75.161412,40.007376,
1756,65,-75.228720,40.077858,
1757,65,-75.149027,39.970536,
1758,65,-75.124112,39.985119,
1759,64,-75.142705,39.971104,
1760,63,-75.162180,39.952220,
1761,63,-75.212672,39.944778,
1762,62,-75.125757,40.002846,
1763,62,-75.029620,40.055110,
1764,61,-75.188513,40.035000,
1765,61,-75.125955,39.971792,
1766,61,-75.213111,40.057360,
1767,60,-75.162180,39.952220,
1768,59,-75.161412,40.007376,
1769,59,-75.144611,39.963166,
1770,59,-75.225502,40.053374,
1771,59,-75.210631,39.962504,
1772,58,-75.188513,40.035000,
1773,58,-75.162969,40.025778,
1774,58,-75.230559,40.067100,
1775,58,-75.228720,40.077858,
1776,58,-75.135281,39.975408,
1777,58,-75.225502,40.053374,
1778,58,-75.216572,39.942104,
1779,57,-75.230559,40.067100,
1780,56,-75.124112,39.985119,
1781,56,-75.230559,40.067100,
1782,56,-75.228720,40.077858,
1783,56,-75.228720,40.077858,
1784,56,-75.095445,40.055323,
1785,56,-75.162785,39.938607,
1786,56,-75.162785,39.938607,
1787,56,-75.188096,39.992074,
1788,55,-75.161587,39.929447,
1789,54,-75.228720,40.077858,
1790,54,-75.142914,39.971132,
1791,53,-75.161412,40.007376,
1792,53,-75.162785,39.938607,
1793,53,-75.124112,39.985119,
1794,53,-75.213111,40.057360,
1795,52,-75.228720,40.077858,
1796,52,-75.225502,40.053374,
1797,51,-75.215954,39.954509,
1798,51,-75.228720,40.077858,
1799,51,-75.162180,39.952220,
1800,50,-75.161412,40.007376,
1801,50,-75.210631,39.962504,
1802,49,-75.141682,39.964609,
1803,48,-75.124112,39.985119,
1804,48,-75.202740,39.965720,
1805,48,-75.146786,40.052685,
1806,48,-75.235389,39.928782,
1807,48,-75.235389,39.928782,
1808,48,-75.169257,39.964756,
1809,48,-75.169257,39.964756,
1810,47,-75.141500,39.965960,
1811,46,-75.244720,40.055257,
1812,45,-75.155004,39.922920,
1813,45,-75.124112,39.985119,
1814,44,-75.139307,39.969381,
1815,44,-75.211633,40.076891,
1816,44,-75.227014,40.089415,
1817,44,-75.210631,39.962504,
1818,43,-75.162180,39.952220,
1819,43,-75.228720,40.077858,
1820,42,-75.161412,40.007376,
1821,41,-75.160477,39.934451,
1822,41,-75.165335,40.024051,
1823,40,-75.161412,40.007376,
1824,40,-75.138538,39.969374,
1825,40,-75.125484,39.988152,
1826,39,-75.162180,39.952220,
1827,39,-75.228720,40.077858,
1828,39,-75.161587,39.929447,
1829,39,-75.115703,39.978092,
1830,38,-75.157836,40.002210,
1831,37,-75.213111,40.057360,
1832,37,-75.213111,40.057360,
1833,37,-75.130412,39.979404,
1834,37,-75.169323,40.032405,
1835,37,-75.100342,39.997197,
1836,36,-75.210631,39.962504,
1837,36,-75.160477,39.934451,
1838,36,-75.219291,39.957759,
1839,34,-75.216572,39.942104,
1840,34,-75.169304,40.026267,
1841,34,-75.127690,39.975100,
1842,33,-75.212821,39.955320,
1843,33,-75.212672,39.944778,
1844,32,-75.182680,39.983450,
1845,32,-75.023438,40.043123,
1846,31,-75.160477,39.934451,
1847,31,-75.210631,39.962504,
1848,30,-75.206579,39.973816,
1849,30,-75.206579,39.973816,
1850,29,-75.165335,40.024051,
1851,28,-75.235389,39.928782,
1852,27,-75.162180,39.952220,
1853,27,-75.165335,40.024051,
1854,26,-75.126704,39.973221,
1855,25,-75.154740,39.951300,
1856,24,-75.070110,40.000150,
1857,24,-75.235389,39.928782,
1858,24,-75.160477,39.934451,
1859,22,-75.161412,40.007376,
1860,21,-75.194054,39.982471,
1861,21,-75.210631,39.962504,
1862,21,-75.187977,40.052019,
1863,21,-75.210631,39.962504,
1864,21,-75.162180,39.952220,
1865,21,-75.162180,39.952220,
1866,20,-75.213111,40.057360,
1867,20,-75.216572,39.942104,
1868,20,-75.133813,40.052583,
1869,19,-75.210631,39.962504,
1870,19,-75.160477,39.934451,
1871,18,-75.235389,39.928782,
1872,18,-75.160477,39.934451,
1873,17,-75.161412,40.007376,
1874,17,-75.210631,39.962504,
1875,17,-75.070110,40.000150,
1876,16,-75.212672,39.944778,
1877,15,-75.194054,39.982471,
1878,13,-75.170429,40.053338,
1879,12,-75.160422,39.934530,
1880,11,-75.210631,39.962504,
1881,11,-75.133813,40.052583,
1882,11,-75.210631,39.962504,
1883,10,-75.161403,39.985353,
1884,9,-75.131343,39.977595,
1885,Not detected,-75.187884,39.934639,
1886,Not detected,-75.132889,39.967795,
1887,Not detected,-75.146058,39.969437,
1888,Not detected,-75.162180,39.952220,
1889,Not detected,-75.142914,39.971132,
1890,Not detected,-75.144767,39.971525,
1891,Not detected,-75.132530,39.971104,
1892,Not detected,-75.143337,39.972459,
1893,Not detected,-75.131310,39.971738,
1894,Not detected,-75.136174,39.972657,
1895,Not detected,-75.183695,39.974581,
1896,Not detected,-75.190825,40.051124,
1897,Not detected,-75.220229,39.964742,
1898,Not detected,-75.116714,39.976740,
1899,Not detected,-75.130542,39.980790,
1900,Not detected,-75.157836,40.002210,
1901,Not detected,-75.157836,40.002210,
1902,Not detected,-75.194054,39.982471,
1903,Not detected,-75.216900,39.930300,
1904,Not detected,-75.157999,39.930287,
1905,Not detected,-75.145914,39.966579,
1906,Not detected,-75.161412,40.007376,
1907,Not detected,-75.161412,40.007376,
1908,Not detected,-75.162180,39.952220,
1909,Not detected,-75.245878,39.944751,
1910,Not detected,-75.245430,39.954115,
1911,Not detected,-75.244133,39.944192,
1912,Not detected,-75.233606,39.935864,
1913,Not detected,-75.230278,39.933822,
1914,Not detected,-75.229845,39.935496,
1915,Not detected,-75.228768,39.949710,
1916,Not detected,-75.226997,39.939189,
1917,Not detected,-75.225538,39.944813,
1918,Not detected,-75.224467,39.948424,
1919,Not detected,-75.223723,39.949810,
1920,Not detected,-75.223532,39.942648,
1921,Not detected,-75.218965,39.941630,
1922,Not detected,-75.218393,39.941224,
1923,Not detected,-75.217743,39.935624,
1924,Not detected,-75.215486,39.941935,
1925,1,-75.235064,39.955925,
1926,4,-75.222775,39.941337,
1927,5,-75.217533,39.940478,
1928,7,-75.230130,39.935785,
1929,7,-75.226905,39.943341,
1930,8,-75.189268,39.951579,
1931,8,-75.151551,40.007661,
1932,9,-75.225538,39.944813,
1933,10,-75.189453,39.956853,
1934,12,-75.218460,39.966086,
1935,15,-75.199235,39.959932,
1936,16,-75.185917,39.951520,
1937,17,-75.186460,39.949110,
1938,18,-75.109981,39.983340,
1939,19,-75.185372,39.951613,
1940,19,-75.185323,39.949554,
1941,19,-75.122085,39.981033,
1942,20,-75.189386,39.951768,
1943,21,-75.256861,39.974449,
1944,21,-75.256861,39.974449,
1945,21,-75.256861,39.974449,
1946,21,-75.256861,39.974449,
1947,21,-75.256861,39.974449,
1948,21,-75.256861,39.974449,
1949,21,-75.256861,39.974449,
1950,21,-75.256861,39.974449,
1951,21,-75.256861,39.974449,
1952,21,-75.256861,39.974449,
1953,21,-75.229845,39.940286,
1954,21,-75.214568,39.951121,
1955,22,-75.230370,39.944144,
1956,22,-75.190255,39.951308,
1957,22,-75.189461,39.951595,
1958,23,-75.195973,39.962290,
1959,24,-75.231395,39.946631,
1960,25,-75.219954,39.945482,
1961,25,-75.214387,39.941818,
1962,25,-75.213074,39.948094,
1963,26,-75.209886,39.943390,
1964,27,-75.160054,39.928955,
1965,29,-75.189010,39.959033,
1966,30,-75.225219,39.945046,
1967,30,-75.197242,39.951185,
1968,31,-75.220547,39.942594,
1969,31,-75.215418,39.990933,
1970,31,-75.132953,39.969351,
1971,32,-75.191097,39.951398,
1972,32,-75.128699,39.970842,
1973,33,-75.247389,39.948601,
1974,33,-75.197990,39.954612,
1975,34,-75.253035,39.973484,
1976,34,-75.253035,39.973484,
1977,34,-75.253035,39.973484,
1978,34,-75.253035,39.973484,
1979,34,-75.253035,39.973484,
1980,34,-75.253035,39.973484,
1981,34,-75.253035,39.973484,
1982,34,-75.253035,39.973484,
1983,34,-75.253035,39.973484,
1984,34,-75.253035,39.973484,
1985,35,-75.192277,39.951542,
1986,36,-75.239367,39.957855,
1987,37,-75.234529,39.950062,
1988,37,-75.134535,39.971562,
1989,38,-75.232485,39.941665,
1990,38,-75.222051,39.945970,
1991,41,-75.254041,39.973896,
1992,41,-75.254041,39.973896,
1993,41,-75.254041,39.973896,
1994,41,-75.254041,39.973896,
1995,41,-75.254041,39.973896,
1996,41,-75.254041,39.973896,
1997,41,-75.254041,39.973896,
1998,41,-75.254041,39.973896,
1999,41,-75.254041,39.973896,
2000,41,-75.254041,39.973896,
2001,42,-75.219316,39.946872,
2002,43,-75.223646,39.942073,
2003,43,-75.214921,39.997753,
2004,44,-75.220547,39.942594,
2005,45,-75.206788,40.003387,
2006,46,-75.228592,39.944110,
2007,46,-75.192111,39.951649,
2008,47,-75.198110,39.954413,
2009,47,-75.152697,39.928278,
2010,48,-75.234600,39.979000,
2011,48,-75.188213,39.961824,
2012,49,-75.247116,39.894286,
2013,49,-75.131565,39.972403,
2014,50,-75.233969,39.963176,
2015,50,-75.221300,39.982700,
2016,51,-75.215669,39.934871,
2017,51,-75.210809,39.942749,
2018,52,-75.249890,39.983067,
2019,52,-75.249890,39.983067,
2020,52,-75.249890,39.983067,
2021,52,-75.249890,39.983067,
2022,52,-75.249890,39.983067,
2023,52,-75.249890,39.983067,
2024,52,-75.249890,39.983067,
2025,52,-75.249890,39.983067,
2026,52,-75.249890,39.983067,
2027,52,-75.249890,39.983067,
2028,52,-75.134535,39.971562,
2029,53,-75.233039,39.990864,
2030,53,-75.218298,39.941472,
2031,54,-75.247099,39.958704,
2032,55,-75.216100,39.972600,
2033,55,-75.215856,39.966082,
2034,56,-75.242815,39.904340,
2035,56,-75.235418,39.955615,
2036,56,-75.208443,39.949965,
2037,59,-75.225583,39.943130,
2038,59,-75.218726,39.962296,
2039,60,-75.119329,39.976220,
2040,61,-75.240134,39.948611,
2041,61,-75.234107,39.956272,
2042,61,-75.191339,39.951044,
2043,62,-75.219510,39.940496,
2044,62,-75.119212,39.980379,
2045,63,-75.184293,39.950393,
2046,64,-75.188613,39.959001,
2047,65,-75.251157,39.973385,
2048,65,-75.251157,39.973385,
2049,65,-75.251157,39.973385,
2050,65,-75.251157,39.973385,
2051,65,-75.251157,39.973385,
2052,65,-75.251157,39.973385,
2053,65,-75.251157,39.973385,
2054,65,-75.251157,39.973385,
2055,65,-75.251157,39.973385,
2056,65,-75.251157,39.973385,
2057,65,-75.224467,39.948424,
2058,66,-75.229751,39.944900,
2059,67,-75.234999,39.942985,
2060,67,-75.192521,39.960044,
2061,68,-75.241959,39.951772,
2062,68,-75.227500,39.975200,
2063,68,-75.119212,39.980379,
2064,69,-75.229845,39.940286,
2065,69,-75.228113,39.941750,
2066,69,-75.227464,39.960034,
2067,69,-75.138847,39.960424,
2068,70,-75.199095,39.960309,
2069,71,-75.219065,39.939181,
2070,72,-75.213074,39.948094,
2071,74,-75.132491,39.980577,
2072,75,-75.222780,39.985271,
2073,76,-75.211316,39.982296,
2074,76,-75.189440,39.951143,
2075,78,-75.122035,39.974459,
2076,79,-75.187475,39.961849,
2077,80,-75.132600,39.977600,
2078,80,-75.128690,39.982395,
2079,81,-75.190577,39.951398,
2080,81,-75.131565,39.972403,
2081,82,-75.221071,39.941542,
2082,83,-75.230484,39.943668,
2083,83,-75.128690,39.982395,
2084,84,-75.252370,39.988168,
2085,84,-75.252370,39.988168,
2086,84,-75.252370,39.988168,
2087,84,-75.252370,39.988168,
2088,84,-75.252370,39.988168,
2089,84,-75.252370,39.988168,
2090,84,-75.252370,39.988168,
2091,84,-75.252370,39.988168,
2092,84,-75.252370,39.988168,
2093,84,-75.252370,39.988168,
2094,84,-75.223669,39.940643,
2095,84,-75.212031,39.945934,
2096,85,-75.244133,39.944192,
2097,86,-75.267016,39.972461,
2098,88,-75.236000,39.979600,
2099,88,-75.218298,39.941472,
2100,88,-75.199200,39.959813,
2101,88,-75.191290,39.951464,
2102,88,-75.191173,39.951181,
2103,88,-75.119603,39.976587,
2104,89,-75.240134,39.948611,
2105,90,-75.215857,39.966132,
2106,91,-75.230552,39.934996,
2107,92,-75.226300,39.982700,
2108,93,-75.267016,39.972461,
2109,93,-75.234016,39.952707,
2110,93,-75.233273,39.990363,
2111,93,-75.220683,39.943377,
2112,93,-75.210809,39.942749,
2113,93,-75.195297,39.961112,
2114,96,-75.231922,39.943947,
2115,97,-75.265093,39.975688,
2116,97,-75.265093,39.975688,
2117,97,-75.265093,39.975688,
2118,97,-75.265093,39.975688,
2119,97,-75.265093,39.975688,
2120,97,-75.265093,39.975688,
2121,97,-75.265093,39.975688,
2122,97,-75.265093,39.975688,
2123,97,-75.265093,39.975688,
2124,97,-75.265093,39.975688,
2125,97,-75.245878,39.944751,
2126,97,-75.122035,39.974459,
2127,98,-75.220547,39.942594,
2128,98,-75.125573,39.980068,
2129,99,-75.221200,39.980500,
2130,100,-75.189289,39.959379,
2131,100,-75.189222,39.958848,
2132,100,-75.187167,39.960680,
2133,102,-75.226214,39.990129,
2134,102,-75.129325,39.974714,
2135,103,-75.221657,39.935969,
2136,103,-75.218745,39.936699,
2137,106,-75.237070,39.952082,
2138,106,-75.215759,39.956324,
2139,107,-75.206788,40.003387,
2140,113,-75.217533,39.940478,
2141,113,-75.188667,39.959412,
2142,114,-75.234016,39.952707,
2143,114,-75.217401,39.938336,
2144,115,-75.226044,39.950635,
2145,116,-75.241501,39.945148,
2146,116,-75.237100,39.975300,
2147,116,-75.236500,39.970900,
2148,117,-75.260667,39.973825,
2149,117,-75.260667,39.973825,
2150,117,-75.260667,39.973825,
2151,117,-75.260667,39.973825,
2152,117,-75.260667,39.973825,
2153,117,-75.260667,39.973825,
2154,117,-75.260667,39.973825,
2155,117,-75.260667,39.973825,
2156,117,-75.260667,39.973825,
2157,117,-75.260667,39.973825,
2158,117,-75.234999,39.942985,
2159,118,-75.229100,39.969300,
2160,118,-75.227680,39.945051,
2161,118,-75.127471,39.979361,
2162,119,-75.240474,39.981763,
2163,119,-75.240474,39.981763,
2164,119,-75.240474,39.981763,
2165,119,-75.240474,39.981763,
2166,119,-75.240474,39.981763,
2167,119,-75.240474,39.981763,
2168,119,-75.240474,39.981763,
2169,119,-75.240474,39.981763,
2170,119,-75.240474,39.981763,
2171,119,-75.240474,39.981763,
2172,120,-75.231495,39.948639,
2173,122,-75.229777,39.944578,
2174,123,-75.228592,39.944110,
2175,123,-75.122085,39.981033,
2176,124,-75.248534,39.985905,
2177,124,-75.248534,39.985905,
2178,124,-75.248534,39.985905,
2179,124,-75.248534,39.985905,
2180,124,-75.248534,39.985905,
2181,124,-75.248534,39.985905,
2182,124,-75.248534,39.985905,
2183,124,-75.248534,39.985905,
2184,124,-75.248534,39.985905,
2185,124,-75.248534,39.985905,
2186,124,-75.242815,39.904340,
2187,124,-75.233765,39.953577,
2188,128,-75.213400,39.976400,
2189,129,-75.226905,39.943341,
2190,129,-75.221207,39.941658,
2191,130,-75.232142,39.987725,
2192,130,-75.232127,39.939581,
2193,131,-75.224383,40.000616,
2194,135,-75.232991,39.943207,
2195,135,-75.218900,39.976400,
2196,136,-75.213782,39.995495,
2197,136,-75.187519,39.963184,
2198,136,-75.128872,39.993333,
2199,138,-75.131155,39.977878,
2200,139,-75.233082,39.941904,
2201,140,-75.132600,39.977600,
2202,141,-75.234569,39.966880,
2203,142,-75.213014,39.945450,
2204,142,-75.199073,39.959765,
2205,144,-75.126811,39.973061,
2206,147,-75.210102,39.943264,
2207,148,-75.234703,39.957823,
2208,150,-75.129259,39.976414,
2209,152,-75.220683,39.943377,
2210,153,-75.229287,39.974000,
2211,156,-75.255500,39.976034,
2212,156,-75.255500,39.976034,
2213,156,-75.255500,39.976034,
2214,156,-75.255500,39.976034,
2215,156,-75.255500,39.976034,
2216,156,-75.255500,39.976034,
2217,156,-75.255500,39.976034,
2218,156,-75.255500,39.976034,
2219,156,-75.255500,39.976034,
2220,156,-75.255500,39.976034,
2221,156,-75.125948,39.970432,
2222,158,-75.219974,39.991943,
2223,159,-75.199543,39.962016,
2224,160,-75.210707,39.982854,
2225,162,-75.248135,39.979998,
2226,162,-75.248135,39.979998,
2227,162,-75.248135,39.979998,
2228,162,-75.248135,39.979998,
2229,162,-75.248135,39.979998,
2230,162,-75.248135,39.979998,
2231,162,-75.248135,39.979998,
2232,162,-75.248135,39.979998,
2233,162,-75.248135,39.979998,
2234,162,-75.248135,39.979998,
2235,162,-75.211383,39.944239,
2236,163,-75.231395,39.946631,
2237,164,-75.243640,39.978329,
2238,164,-75.243640,39.978329,
2239,164,-75.243640,39.978329,
2240,164,-75.243640,39.978329,
2241,164,-75.243640,39.978329,
2242,164,-75.243640,39.978329,
2243,164,-75.243640,39.978329,
2244,164,-75.243640,39.978329,
2245,164,-75.243640,39.978329,
2246,164,-75.243640,39.978329,
2247,164,-75.236169,39.964938,
2248,164,-75.199438,39.959617,
2249,169,-75.251917,39.974627,
2250,169,-75.232422,39.943023,
2251,169,-75.215981,39.965776,
2252,171,-75.235148,39.950667,
2253,173,-75.222967,39.944318,
2254,173,-75.128699,39.970842,
2255,174,-75.218387,39.938272,
2256,174,-75.214496,39.958303,
2257,175,-75.222775,39.941337,
2258,176,-75.199191,39.959634,
2259,177,-75.219430,39.947809,
2260,178,-75.189574,39.960927,
2261,179,-75.213587,39.981413,
2262,180,-75.198920,39.959975,
2263,181,-75.230872,39.949213,
2264,183,-75.222233,39.948900,
2265,186,-75.267016,39.972461,
2266,188,-75.118840,39.979225,
2267,189,-75.210456,40.003500,
2268,191,-75.241959,39.951772,
2269,191,-75.223646,39.942073,
2270,191,-75.132045,39.980191,
2271,196,-75.231845,39.965430,
2272,196,-75.227275,39.945057,
2273,197,-75.228768,39.949710,
2274,197,-75.223669,39.940643,
2275,198,-75.228774,39.950456,
2276,198,-75.215512,39.935031,
2277,200,-75.267016,39.972461,
2278,200,-75.230250,39.937929,
2279,200,-75.226791,39.939752,
2280,200,-75.193785,39.959922,
2281,203,-75.227682,39.938746,
2282,204,-75.212405,39.962213,
2283,205,-75.267016,39.972461,
2284,206,-75.229845,39.935496,
2285,206,-75.221253,39.941704,
2286,209,-75.228946,39.943319,
2287,209,-75.210102,39.943264,
2288,210,-75.127471,39.979361,
2289,213,-75.222484,39.944632,
2290,215,-75.215207,39.967451,
2291,215,-75.199019,39.959762,
2292,216,-75.190823,39.960273,
2293,217,-75.225519,39.936365,
2294,218,-75.229845,39.935496,
2295,219,-75.249056,39.975220,
2296,219,-75.195965,39.963689,
2297,221,-75.195975,39.978200,
2298,223,-75.250691,39.977715,
2299,224,-75.224444,39.950365,
2300,227,-75.193051,39.962466,
2301,228,-75.233082,39.952998,
2302,231,-75.245430,39.954115,
2303,231,-75.227612,39.943354,
2304,233,-75.215669,39.934871,
2305,234,-75.221207,39.941658,
2306,235,-75.212031,39.945934,
2307,237,-75.195365,40.015389,
2308,238,-75.256518,39.974342,
2309,239,-75.238172,39.949777,
2310,239,-75.219954,39.945482,
2311,240,-75.241177,39.950576,
2312,241,-75.215078,39.942085,
2313,242,-75.225743,39.943916,
2314,243,-75.230370,39.944144,
2315,243,-75.214387,39.941818,
2316,244,-75.222051,39.945970,
2317,246,-75.249056,39.975220,
2318,246,-75.227612,39.943354,
2319,247,-75.246292,39.978505,
2320,247,-75.246292,39.978505,
2321,247,-75.246292,39.978505,
2322,247,-75.246292,39.978505,
2323,247,-75.246292,39.978505,
2324,247,-75.246292,39.978505,
2325,247,-75.246292,39.978505,
2326,247,-75.246292,39.978505,
2327,247,-75.246292,39.978505,
2328,247,-75.246292,39.978505,
2329,247,-75.217868,39.971213,
2330,252,-75.125220,39.976640,
2331,253,-75.235262,39.934992,
2332,253,-75.235064,39.955925,
2333,253,-75.230073,39.944400,
2334,256,-75.235224,39.953767,
2335,256,-75.231922,39.943947,
2336,256,-75.125220,39.976640,
2337,261,-75.232127,39.939581,
2338,263,-75.230552,39.934996,
2339,267,-75.118840,39.979225,
2340,269,-75.225287,39.940440,
2341,272,-75.229845,39.935496,
2342,273,-75.211509,39.944257,
2343,276,-75.238172,39.949777,
2344,277,-75.129553,39.979998,
2345,283,-75.225287,39.940440,
2346,283,-75.223635,39.955335,
2347,284,-75.226600,39.973800,
2348,285,-75.234107,39.956272,
2349,286,-75.231400,39.977000,
2350,287,-75.198794,39.954336,
2351,288,-75.230484,39.943668,
2352,288,-75.208443,39.949965,
2353,295,-75.125573,39.980068,
2354,296,-75.231154,39.941054,
2355,297,-75.130390,39.978965,
2356,298,-75.211608,39.988655,
2357,299,-75.227054,39.936418,
2358,305,-75.232750,39.965303,
2359,309,-75.231873,39.947058,
2360,311,-75.249851,39.988892,
2361,311,-75.249851,39.988892,
2362,311,-75.249851,39.988892,
2363,311,-75.249851,39.988892,
2364,311,-75.249851,39.988892,
2365,311,-75.249851,39.988892,
2366,311,-75.249851,39.988892,
2367,311,-75.249851,39.988892,
2368,311,-75.249851,39.988892,
2369,311,-75.249851,39.988892,
2370,311,-75.218745,39.936699,
2371,319,-75.217538,39.938806,
2372,328,-75.121533,39.988004,
2373,330,-75.241501,39.945148,
2374,331,-75.247013,39.962652,
2375,331,-75.215234,39.940364,
2376,335,-75.231783,39.942599,
2377,336,-75.227464,39.960034,
2378,342,-75.252306,39.977004,
2379,343,-75.220615,39.941601,
2380,344,-75.206016,39.949178,
2381,347,-75.192569,39.960668,
2382,348,-75.199263,39.959915,
2383,355,-75.191027,39.960872,
2384,359,-75.231179,39.965506,
2385,361,-75.232485,39.941665,
2386,370,-75.229617,39.948767,
2387,372,-75.216834,39.962857,
2388,377,-75.119603,39.976587,
2389,379,-75.253023,39.972097,
2390,379,-75.253023,39.972097,
2391,379,-75.253023,39.972097,
2392,379,-75.253023,39.972097,
2393,379,-75.253023,39.972097,
2394,379,-75.253023,39.972097,
2395,379,-75.253023,39.972097,
2396,379,-75.253023,39.972097,
2397,379,-75.253023,39.972097,
2398,379,-75.253023,39.972097,
2399,383,-75.214914,39.968931,
2400,388,-75.232651,39.944722,
2401,389,-75.223692,39.942177,
2402,389,-75.220433,39.940886,
2403,391,-75.240354,39.958871,
2404,392,-75.232422,39.943023,
2405,405,-75.245062,39.953744,
2406,406,-75.231495,39.948639,
2407,406,-75.222967,39.944318,
2408,407,-75.241047,39.947764,
2409,407,-75.234529,39.950062,
2410,408,-75.249056,39.975220,
2411,408,-75.119329,39.976220,
2412,410,-75.229058,39.937812,
2413,415,-75.225219,39.945046,
2414,419,-75.129325,39.974714,
2415,422,-75.232694,39.929913,
2416,436,-75.123885,39.990077,
2417,438,-75.233082,39.952998,
2418,442,-75.213803,39.942250,
2419,445,-75.221253,39.941704,
2420,451,-75.232991,39.943207,
2421,453,-75.228364,39.952405,
2422,453,-75.129259,39.976414,
2423,459,-75.245046,39.963604,
2424,460,-75.212520,39.963038,
2425,472,-75.226313,39.944403,
2426,483,-75.215808,39.937415,
2427,486,-75.232161,39.986632,
2428,491,-75.221657,39.935969,
2429,491,-75.125948,39.970432,
2430,510,-75.249056,39.975220,
2431,511,-75.247660,39.983736,
2432,511,-75.247660,39.983736,
2433,511,-75.247660,39.983736,
2434,511,-75.247660,39.983736,
2435,511,-75.247660,39.983736,
2436,511,-75.247660,39.983736,
2437,511,-75.247660,39.983736,
2438,511,-75.247660,39.983736,
2439,511,-75.247660,39.983736,
2440,511,-75.247660,39.983736,
2441,526,-75.238040,39.992477,
2442,535,-75.215895,39.964773,
2443,549,-75.218393,39.941224,
2444,554,-75.222233,39.948900,
2445,556,-75.229777,39.944578,
2446,565,-75.227275,39.945057,
2447,574,-75.227247,39.944210,
2448,577,-75.227612,39.943354,
2449,586,-75.227275,39.945057,
2450,587,-75.243777,39.957744,
2451,601,-75.240372,39.954460,
2452,614,-75.244530,39.972313,
2453,614,-75.244530,39.972313,
2454,614,-75.244530,39.972313,
2455,614,-75.244530,39.972313,
2456,614,-75.244530,39.972313,
2457,614,-75.244530,39.972313,
2458,614,-75.244530,39.972313,
2459,614,-75.244530,39.972313,
2460,614,-75.244530,39.972313,
2461,614,-75.244530,39.972313,
2462,626,-75.199911,39.959900,
2463,638,-75.198772,39.959682,
2464,661,-75.223723,39.949810,
2465,665,-75.125931,39.991771,
2466,676,-75.217538,39.938806,
2467,687,-75.229617,39.948767,
2468,687,-75.227247,39.944210,
2469,693,-75.245163,39.981941,
2470,693,-75.245163,39.981941,
2471,693,-75.245163,39.981941,
2472,693,-75.245163,39.981941,
2473,693,-75.245163,39.981941,
2474,693,-75.245163,39.981941,
2475,693,-75.245163,39.981941,
2476,693,-75.245163,39.981941,
2477,693,-75.245163,39.981941,
2478,693,-75.245163,39.981941,
2479,709,-75.215800,39.972400,
2480,711,-75.227682,39.938746,
2481,726,-75.231922,39.943947,
2482,729,-75.224444,39.950365,
2483,756,-75.215078,39.942085,
2484,768,-75.199180,39.959900,
2485,773,-75.235262,39.934992,
2486,799,-75.191199,39.951538,
2487,816,-75.221914,39.950841,
2488,836,-75.229058,39.937812,
2489,844,-75.225219,39.945046,
2490,881,-75.232694,39.929913,
2491,883,-75.213014,39.945450,
2492,891,-75.129853,39.977178,
2493,912,-75.210038,39.945294,
2494,922,-75.220114,39.941929,
2495,923,-75.240845,39.970229,
2496,927,-75.218965,39.941630,
2497,929,-75.212076,39.953469,
2498,937,-75.242522,39.980722,
