Site Number,Pb_Content,Longitude,Latitude,
854,676,-75.126150,39.986451,
855,674,-75.223118,39.947626,
856,673,-75.179785,39.970287,
857,672,-75.121889,39.977212,
858,672,-75.252036,39.969568,
859,671,-75.155004,39.922920,
860,670,-75.138350,39.962300,
861,670,-75.190568,40.033195,
862,668,-75.096324,39.988809,
863,668,-75.208247,39.967014,
864,668,-75.116403,39.976389,
865,667,-75.122424,39.979324,
866,667,-75.131830,39.990253,
867,664,-75.089623,39.989088,
868,664,-75.133823,39.974778,
869,660,-75.131983,39.971436,
870,660,-75.205454,39.961332,
871,655,-75.206340,40.018453,
872,654,-75.130501,39.982779,
873,652,-75.129822,39.977514,
874,652,-75.117204,39.977289,
875,650,-75.127690,39.975100,
876,650,-75.093130,39.989146,
877,644,-75.126753,39.980430,
878,644,-75.109146,39.995718,
879,640,-75.143997,39.965817,
880,640,-75.131983,39.971436,
881,640,-75.203717,40.074352,
882,640,-75.127901,39.969856,
883,638,-75.096324,39.988809,
884,636,-75.126222,39.983697,
885,633,-75.126722,39.986154,
886,630,-75.134566,39.974334,
887,630,-75.109450,39.982545,
888,629,-75.125034,39.981339,
889,629,-75.188096,39.992074,
890,625,-75.131797,39.976803,
891,624,-75.123873,39.981024,
892,623,-75.129705,39.973230,
893,623,-75.108775,39.987243,
894,621,-75.133823,39.974778,
895,620,-75.172173,39.943502,
896,620,-75.119292,39.979620,
897,620,-75.121237,39.979936,
898,620,-75.145887,39.966827,
899,620,-75.093130,39.989146,
900,614,-75.222677,39.950648,
901,614,-75.172500,40.028031,
902,614,-75.141297,39.965391,
903,613,-75.117393,39.981555,
904,613,-75.127887,39.985542,
905,612,-75.123873,39.974724,
906,611,-75.108775,39.987243,
907,610,-75.145991,39.964436,
908,608,-75.212484,39.951763,
909,606,-75.095473,39.987855,
910,604,-75.143089,40.006805,
911,602,-75.131797,39.976803,
912,602,-75.126785,39.978513,
913,600,-75.153650,39.920137,
914,600,-75.127690,39.975100,
915,600,-75.140034,39.972493,
916,600,-75.108378,39.981835,
917,600,-75.138445,39.981299,
918,599,-75.220250,39.947266,
919,598,-75.131285,39.983742,
920,595,-75.092679,39.987513,
921,594,-75.130497,39.976317,
922,593,-75.123827,39.980924,
923,591,-75.108775,39.987243,
924,591,-75.133823,39.974778,
925,590,-75.219081,39.948205,
926,590,-75.127333,39.978234,
927,590,-75.127690,39.975100,
928,586,-75.133823,39.974778,
929,586,-75.190568,40.033195,
930,585,-75.131985,39.983320,
931,583,-75.188513,40.035000,
932,580,-75.169720,39.919195,
933,580,-75.145338,39.964217,
934,580,-75.179785,39.970287,
935,580,-75.131949,39.973076,
936,579,-75.131880,39.969986,
937,578,-75.133823,39.974778,
938,577,-75.114765,39.978540,
939,576,-75.122932,39.989623,
940,574,-75.123226,39.982186,
941,572,-75.124110,39.984114,
942,571,-75.157836,40.002210,
943,570,-75.126450,39.970270,
944,570,-75.136217,39.975863,
945,570,-75.123827,39.980924,
946,570,-75.165335,40.024051,
947,569,-75.222001,40.030847,
948,561,-75.096324,39.988809,
949,560,-75.208777,39.946749,
950,560,-75.127572,39.974731,
951,560,-75.127855,39.985636,
952,560,-75.125411,39.974085,
953,560,-75.145311,39.984017,
954,550,-75.159627,39.934382,
955,550,-75.154833,39.960162,
956,550,-75.170062,39.943252,
957,550,-75.126722,39.986154,
958,548,-75.162180,39.952220,
959,546,-75.162180,39.952220,
960,546,-75.095973,39.984525,
961,545,-75.230559,40.067100,
962,543,-75.119522,39.976092,
963,542,-75.113995,39.977667,
964,542,-75.127333,39.978234,
965,542,-75.229911,39.977101,
966,540,-75.144956,39.966143,
967,540,-75.131871,39.969889,
968,540,-75.224698,40.025947,
969,540,-75.132540,39.971187,
970,540,-75.127690,39.975100,
971,540,-75.092696,39.987539,
972,539,-75.186382,39.991779,
973,538,-75.222001,40.030847,
974,537,-75.212260,39.946495,
975,535,-75.123873,39.981024,
976,535,-75.096796,39.987576,
977,533,-75.212031,39.946245,
978,531,-75.187977,40.052019,
979,530,-75.141414,39.966467,
980,530,-75.176476,39.970005,
981,530,-75.131949,39.973076,
982,530,-75.132431,39.973966,
983,530,-75.149776,39.976197,
984,530,-75.186439,40.056217,
985,529,-75.108775,39.987243,
986,528,-75.095973,39.984525,
987,528,-75.123873,39.981024,
988,527,-75.188096,39.992074,
989,526,-75.162180,39.952220,
990,526,-75.202477,39.969512,
991,525,-75.125142,39.986289,
992,524,-75.123873,39.981024,
993,522,-75.206884,39.962484,
994,521,-75.210106,39.940689,
995,521,-75.215870,39.947450,
996,521,-75.162180,39.952220,
997,520,-75.160505,39.934474,
998,520,-75.207025,39.946707,
999,520,-75.130296,39.972038,
1000,520,-75.118233,39.978553,
1001,517,-75.109514,40.019676,
1002,517,-75.132414,39.966849,
1003,517,-75.123873,39.981024,
1004,510,-75.165833,39.925016,
1005,510,-75.179631,40.057020,
1006,510,-75.122420,39.979498,
1007,510,-75.128572,39.974742,
1008,506,-75.222001,40.030847,
1009,503,-75.129705,39.973230,
1010,502,-75.124481,39.980709,
1011,501,-75.229284,39.949175,
1012,500,-75.196938,39.996677,
1013,500,-75.134505,39.964791,
1014,497,-75.252036,39.969568,
1015,495,-75.130857,39.981287,
1016,494,-75.214055,39.945852,
1017,492,-75.192180,40.014500,
1018,491,-75.208247,39.967014,
1019,490,-75.143087,39.970091,
1020,490,-75.224698,40.025947,
1021,490,-75.132995,40.049890,
1022,490,-75.122420,39.979498,
1023,490,-75.127380,39.976831,
1024,490,-75.188096,39.992074,
1025,489,-75.109514,40.019676,
1026,488,-75.208709,39.971531,
1027,488,-75.208709,39.971531,
1028,486,-75.095982,39.988377,
1029,485,-75.109514,40.019676,
1030,484,-75.095982,39.988377,
1031,483,-75.129822,39.977514,
1032,481,-75.109514,40.019676,
1033,480,-75.095982,39.988377,
1034,480,-75.215103,40.028308,
1035,479,-75.188096,39.992074,
1036,479,-75.109514,40.019676,
1037,477,-75.162180,39.952220,
1038,476,-75.168284,40.029156,
1039,473,-75.162180,39.952220,
1040,473,-75.162180,39.952220,
1041,472,-75.221025,39.945875,
1042,471,-75.252036,39.969568,
1043,470,-75.221736,39.955220,
1044,470,-75.162180,39.952220,
1045,470,-75.145956,39.974188,
1046,470,-75.110456,39.980860,
1047,470,-75.130517,39.976408,
1048,466,-75.124481,39.980709,
1049,465,-75.095982,39.988377,
1050,463,-75.170976,40.025761,
1051,463,-75.097602,39.982446,
1052,462,-75.211383,39.945715,
1053,460,-75.169257,39.964756,
1054,460,-75.161627,39.980823,
1055,460,-75.217158,39.949212,
1056,458,-75.213879,39.947802,
1057,458,-75.133823,39.974778,
1058,458,-75.133823,39.974778,
1059,455,-75.119522,39.976092,
1060,454,-75.212695,39.948700,
1061,450,-75.124928,39.984085,
1062,450,-75.134598,40.056094,
1063,450,-75.132660,39.974444,
1064,449,-75.124234,39.978415,
1065,449,-75.162180,39.952220,
1066,446,-75.130501,39.982779,
1067,444,-75.101414,39.982977,
1068,442,-75.186382,39.991779,
1069,442,-75.190568,40.033195,
1070,440,-75.224723,39.951000,
1071,440,-75.102620,39.988280,
1072,440,-75.217581,39.945020,
1073,438,-75.175110,40.029540,
1074,438,-75.127333,39.983085,
1075,437,-75.188096,39.992074,
1076,432,-75.208247,39.967014,
1077,431,-75.175110,40.029540,
1078,430,-75.148020,39.953630,
1079,430,-75.141500,39.965960,
1080,430,-75.130199,39.984238,
1081,427,-75.126722,39.986154,
1082,423,-75.124463,39.979728,
1083,423,-75.143089,40.006805,
1084,422,-75.109514,40.019676,
1085,421,-75.227433,39.948199,
1086,421,-75.129705,39.973230,
1087,420,-75.142914,39.971132,
1088,420,-75.135226,39.980462,
1089,420,-75.203717,40.074352,
1090,419,-75.126150,39.986451,
1091,418,-75.227022,39.949686,
1092,417,-75.188513,40.035000,
1093,417,-75.209334,39.949810,
1094,416,-75.252036,39.969568,
1095,415,-75.126132,39.970467,
1096,412,-75.131985,39.983320,
1097,411,-75.226873,39.950442,
1098,411,-75.205701,39.968154,
1099,410,-75.142858,39.971262,
1100,410,-75.217794,40.030864,
1101,410,-75.139070,39.986500,
1102,409,-75.220965,39.949689,
1103,408,-75.128170,39.982059,
1104,408,-75.175110,40.029540,
1105,406,-75.102291,39.991779,
1106,406,-75.162180,39.952220,
1107,406,-75.119364,39.981024,
1108,405,-75.216754,39.950710,
1109,403,-75.162180,39.952220,
1110,402,-75.125403,39.971943,
1111,402,-75.203253,39.968433,
1112,400,-75.068864,40.016415,
1113,400,-75.131983,39.968259,
1114,400,-75.121817,39.979638,
1115,398,-75.143089,40.006805,
1116,391,-75.162180,39.952220,
1117,390,-75.150314,39.929197,
1118,390,-75.220394,39.952737,
1119,390,-75.141765,39.952607,
1120,390,-75.122687,39.981574,
1121,386,-75.213111,40.057360,
1122,386,-75.212031,39.946245,
1123,386,-75.120724,39.980233,
1124,380,-75.202477,39.969512,
1125,380,-75.131983,39.971436,
1126,380,-75.142383,39.973687,
1127,380,-75.139070,39.986500,
1128,378,-75.209288,39.949468,
1129,376,-75.196938,39.996677,
1130,376,-75.252036,39.969568,
1131,373,-75.162180,39.952220,
1132,372,-75.162180,39.952220,
1133,370,-75.212003,39.954006,
1134,370,-75.132073,39.980101,
1135,369,-75.252036,39.969568,
1136,369,-75.196938,39.996677,
1137,367,-75.182680,39.983450,
1138,366,-75.124463,39.979728,
1139,364,-75.161403,39.985353,
1140,363,-75.217581,39.945020,
1141,360,-75.175205,39.929322,
1142,360,-75.161455,39.970492,
1143,360,-75.183707,39.973778,
1144,360,-75.133872,39.986577,
1145,360,-75.125114,39.986383,
1146,360,-75.188096,39.992074,
1147,359,-75.124463,39.979728,
1148,354,-75.230712,39.950882,
1149,350,-75.130199,39.984238,
1150,347,-75.162180,39.952220,
1151,347,-75.173436,40.040154,
1152,346,-75.169111,40.023873,
1153,345,-75.131985,39.983320,
1154,344,-75.196938,39.996677,
1155,340,-75.162180,39.952220,
1156,340,-75.134806,39.981823,
1157,340,-75.130803,39.984012,
1158,340,-75.196728,40.012980,
1159,333,-75.175110,40.029540,
1160,333,-75.131880,39.969986,
1161,332,-75.222677,39.950648,
1162,332,-75.142228,39.966666,
1163,330,-75.143997,39.965817,
1164,330,-75.123972,40.025174,
1165,326,-75.188096,39.992074,
1166,323,-75.119472,39.980547,
1167,321,-75.219081,39.948205,
1168,321,-75.223147,39.948388,
1169,321,-75.252036,39.969568,
1170,320,-75.174732,39.938832,
1171,320,-75.134522,39.970284,
1172,320,-75.127874,39.985498,
1173,318,-75.230559,40.067100,
1174,314,-75.079436,40.021398,
1175,314,-75.115615,39.983562,
1176,314,-75.135031,40.050934,
1177,313,-75.252036,39.969568,
1178,313,-75.230559,40.067100,
1179,312,-75.222677,39.950648,
1180,312,-75.124463,39.979728,
1181,310,-75.215296,39.946874,
1182,310,-75.217759,39.945101,
1183,310,-75.122420,39.979498,
1184,310,-75.110734,39.991435,
1185,310,-75.100234,40.008862,
1186,310,-75.149175,40.018634,
1187,310,-75.128483,39.982539,
1188,306,-75.177315,40.026634,
1189,306,-75.167676,40.036023,
1190,305,-75.167705,39.987683,
1191,305,-75.196938,39.996677,
1192,303,-75.198425,40.044915,
1193,302,-75.196938,39.996677,
1194,302,-75.162180,39.952220,
1195,301,-75.196938,39.996677,
1196,300,-75.164123,39.940082,
1197,300,-75.220576,39.953867,
1198,300,-75.075782,40.078364,
1199,298,-75.165335,40.024051,
1200,297,-75.123873,39.981024,
1201,297,-75.162180,39.952220,
1202,297,-75.110456,39.980860,
1203,295,-75.218517,39.951774,
1204,295,-75.165017,40.025799,
1205,295,-75.134412,39.971664,
1206,294,-75.132540,39.971187,
1207,291,-75.162180,39.952220,
1208,290,-75.219530,39.960962,
1209,290,-75.173858,39.967025,
1210,290,-75.138538,39.969374,
1211,290,-75.127901,39.969856,
1212,290,-75.167671,40.036014,
1213,287,-75.196938,39.996677,
1214,285,-75.211495,39.945704,
1215,285,-75.239347,39.953568,
1216,285,-75.175110,40.029540,
1217,284,-75.122640,39.980673,
1218,283,-75.232703,39.951907,
1219,282,-75.188096,39.992074,
1220,282,-75.129804,39.979962,
1221,280,-75.109514,40.019676,
1222,280,-75.130902,39.971070,
1223,280,-75.125484,39.988152,
1224,280,-75.096615,39.990973,
1225,279,-75.109514,40.019676,
1226,279,-75.120946,39.978667,
1227,275,-75.202740,39.965720,
1228,273,-75.196938,39.996677,
1229,273,-75.109514,40.019676,
1230,273,-75.198781,40.054752,
1231,273,-75.124463,39.979728,
1232,270,-75.212631,39.951006,
1233,270,-75.140982,39.975057,
1234,270,-75.175110,40.029540,
1235,270,-75.130857,39.981287,
1236,270,-75.141500,39.965960,
1237,269,-75.162180,39.952220,
1238,269,-75.083504,40.061268,
1239,269,-75.105179,40.029776,
1240,267,-75.188096,39.992074,
1241,267,-75.109514,40.019676,
1242,267,-75.167120,39.935950,
1243,264,-75.128392,39.973713,
1244,263,-75.144856,39.961769,
1245,263,-75.213111,40.057360,
1246,262,-75.083504,40.061268,
1247,262,-75.216754,39.950710,
1248,262,-75.171717,40.023475,
1249,261,-75.172500,40.028031,
1250,260,-75.215296,39.946874,
1251,260,-75.169657,39.978824,
1252,260,-75.127343,39.995109,
1253,260,-75.231922,40.032832,
1254,259,-75.134412,39.971664,
1255,259,-75.194054,39.982471,
1256,258,-75.223214,39.949185,
1257,258,-75.210631,39.962504,
1258,256,-75.109514,40.019676,
1259,255,-75.083504,40.061268,
1260,255,-75.110456,39.980860,
1261,255,-75.196938,39.996677,
1262,254,-75.167676,40.036023,
1263,252,-75.194054,39.982471,
1264,252,-75.125743,39.983343,
1265,250,-75.109514,40.019676,
1266,250,-75.224723,39.951000,
1267,250,-75.214203,39.953044,
1268,250,-75.140729,39.961791,
1269,250,-75.196728,40.012980,
1270,250,-75.175159,40.038397,
1271,250,-75.129654,39.975982,
1272,249,-75.190964,40.037300,
1273,246,-75.142228,39.966666,
1274,245,-75.124921,39.984174,
1275,242,-75.188096,39.992074,
1276,242,-75.216572,39.942104,
1277,240,-75.150270,39.951476,
1278,240,-75.191332,39.962070,
1279,240,-75.143997,39.965817,
1280,240,-75.162180,39.952220,
1281,240,-75.129914,39.984509,
1282,240,-75.112664,39.987504,
1283,240,-75.129654,39.975982,
1284,240,-75.141500,39.965960,
1285,240,-75.074815,39.996541,
1286,239,-75.212672,39.944778,
1287,239,-75.196938,39.996677,
1288,238,-75.202174,40.047211,
1289,236,-75.124463,39.979728,
1290,236,-75.162180,39.952220,
1291,235,-75.214404,39.947297,
1292,235,-75.125743,39.983343,
1293,235,-75.188096,39.992074,
1294,235,-75.196938,39.996677,
1295,234,-75.075151,39.994095,
1296,231,-75.217158,39.949212,
1297,231,-75.162180,39.952220,
1298,230,-75.151656,39.929446,
1299,230,-75.221650,39.946434,
1300,230,-75.148154,39.966394,
1301,230,-75.138419,39.974944,
1302,230,-75.125927,39.989440,
1303,230,-75.224698,40.025947,
1304,230,-75.216572,39.942104,
1305,229,-75.202174,40.047211,
1306,229,-75.109514,40.019676,
1307,228,-75.220484,39.952026,
1308,228,-75.194054,39.982471,
1309,227,-75.166135,40.035363,
1310,226,-75.213111,40.057360,
1311,226,-75.165335,40.024051,
1312,225,-75.109514,40.019676,
1313,224,-75.167676,40.036023,
1314,222,-75.162180,39.952220,
1315,222,-75.210631,39.962504,
1316,221,-75.130542,39.980790,
1317,220,-75.188513,40.035000,
1318,220,-75.218423,39.952503,
1319,220,-75.200591,40.050967,
1320,220,-75.140576,39.972599,
1321,220,-75.157102,40.005223,
1322,219,-75.252036,39.969568,
1323,218,-75.190964,40.037300,
1324,218,-75.182513,39.976245,
1325,217,-75.109514,40.019676,
1326,216,-75.194054,39.982471,
1327,215,-75.165335,40.024051,
1328,215,-75.162180,39.952220,
1329,215,-75.212260,39.946495,
1330,214,-75.109514,40.019676,
1331,213,-75.162180,39.952220,
1332,212,-75.165335,40.024051,
1333,211,-75.194054,39.982471,
1334,210,-75.210631,39.962504,
1335,210,-75.165017,40.025799,
1336,210,-75.159191,39.924596,
1337,210,-75.156405,39.945889,
1338,210,-75.139477,39.970004,
1339,210,-75.159736,39.985695,
1340,210,-75.099560,40.046090,
1341,210,-75.188096,39.992074,
1342,209,-75.188513,40.035000,
1343,208,-75.162180,39.952220,
1344,208,-75.216825,39.950010,
1345,208,-75.073503,39.997215,
1346,208,-75.213111,40.057360,
1347,208,-75.133132,39.974614,
1348,205,-75.252036,39.969568,
1349,205,-75.130542,39.980790,
1350,205,-75.216572,39.942104,
1351,203,-75.161412,40.007376,
1352,203,-75.213111,40.057360,
1353,202,-75.215090,39.948914,
1354,202,-75.230559,40.067100,
1355,200,-75.168667,39.967072,
1356,200,-75.135400,39.968785,
1357,200,-75.123751,39.975449,
1358,200,-75.131013,39.985393,
1359,200,-75.146348,39.980371,
1360,200,-75.194054,39.982471,
1361,200,-75.110166,39.988782,
1362,199,-75.166366,40.022250,
1363,199,-75.210631,39.962504,
1364,199,-75.216572,39.942104,
1365,198,-75.196938,39.996677,
1366,197,-75.182680,39.983450,
1367,197,-75.188513,40.035000,
1368,196,-75.213111,40.057360,
1369,195,-75.202174,40.047211,
1370,195,-75.157551,39.961845,
1371,195,-75.091054,40.012844,
1372,195,-75.213111,40.057360,
1373,194,-75.202477,39.969512,
1374,194,-75.124112,39.985119,
1375,194,-75.162180,39.952220,
1376,194,-75.215091,39.948819,
1377,193,-75.188460,40.014077,
1378,193,-75.194054,39.982471,
1379,192,-75.202174,40.047211,
1380,191,-75.125487,39.984880,
1381,190,-75.187884,39.934639,
1382,190,-75.173124,39.950418,
1383,190,-75.216353,39.952296,
1384,190,-75.142908,39.963407,
1385,190,-75.143412,39.965417,
1386,190,-75.138538,39.969374,
1387,190,-75.125067,39.980323,
1388,190,-75.127874,39.985498,
1389,190,-75.205522,39.961252,
1390,190,-75.229848,39.977055,
1391,190,-75.196938,39.996677,
1392,189,-75.212672,39.944778,
1393,189,-75.129700,39.981879,
1394,189,-75.216572,39.942104,
1395,188,-75.208783,39.947418,
1396,188,-75.123261,39.983220,
1397,188,-75.216572,39.942104,
1398,184,-75.188096,39.992074,
1399,181,-75.208247,39.967014,
1400,180,-75.216572,39.942104,
1401,180,-75.159371,39.923784,
1402,180,-75.181113,39.949454,
1403,180,-75.201027,39.951445,
1404,180,-75.207329,40.015061,
1405,180,-75.143603,39.967873,
1406,180,-75.190964,40.037300,
1407,179,-75.202174,40.047211,
1408,178,-75.194054,39.982471,
1409,178,-75.133823,39.974778,
1410,176,-75.161412,40.007376,
1411,175,-75.202174,40.047211,
1412,174,-75.107340,39.989628,
1413,173,-75.194054,39.982471,
1414,171,-75.162180,39.952220,
1415,171,-75.252036,39.969568,
1416,171,-75.216572,39.942104,
1417,171,-75.216572,39.942104,
1418,170,-75.194054,39.982471,
1419,170,-75.145563,39.934445,
1420,170,-75.213932,39.945867,
1421,170,-75.138538,39.969374,
1422,170,-75.127333,39.971772,
1423,170,-75.121561,39.978517,
1424,170,-75.139515,40.047045,
1425,170,-75.214004,39.947778,
1426,170,-75.129664,39.981929,
1427,170,-75.151615,39.982533,
1428,170,-75.210631,39.962504,
1429,169,-75.207227,39.949708,
1430,168,-75.162180,39.952220,
1431,167,-75.167676,40.036023,
1432,166,-75.109514,40.019676,
1433,166,-75.208247,39.967014,
1434,166,-75.161403,39.985353,
1435,165,-75.162180,39.952220,
1436,164,-75.216572,39.942104,
1437,164,-75.225525,39.941836,
1438,164,-75.069986,40.039007,
1439,163,-75.165335,40.024051,
1440,162,-75.190568,40.033195,
1441,162,-75.202477,39.969512,
1442,162,-75.162180,39.952220,
1443,161,-75.202174,40.047211,
1444,161,-75.202740,39.965720,
1445,160,-75.188096,39.992074,
1446,160,-75.181113,39.949454,
1447,160,-75.219076,39.949414,
1448,160,-75.145245,39.952292,
1449,160,-75.144559,39.963750,
1450,160,-75.165787,39.965740,
1451,160,-75.129314,39.976798,
1452,160,-75.141500,39.965960,
1453,160,-75.139070,39.986500,
1454,160,-75.113317,39.984893,
1455,159,-75.252036,39.969568,
1456,159,-75.162180,39.952220,
1457,159,-75.189583,39.958778,
1458,158,-75.165335,40.024051,
1459,156,-75.131753,39.982167,
1460,156,-75.090024,40.029219,
1461,155,-75.188096,39.992074,
1462,155,-75.188096,39.992074,
1463,155,-75.216572,39.942104,
1464,154,-75.216572,39.942104,
1465,154,-75.216572,39.942104,
1466,153,-75.190568,40.033195,
1467,152,-75.195612,40.052790,
1468,152,-75.196938,39.996677,
1469,151,-75.109514,40.019676,
1470,150,-75.165613,39.956470,
1471,150,-75.143817,39.961563,
1472,150,-75.167476,39.966565,
1473,150,-75.131310,39.971738,
1474,150,-75.120944,39.981631,
1475,150,-75.130199,39.984238,
1476,150,-75.127874,39.985498,
1477,150,-75.222001,40.030847,
1478,150,-75.118244,39.979731,
1479,150,-75.194054,39.982471,
1480,149,-75.196938,39.996677,
1481,149,-75.194054,39.982471,
1482,149,-75.187977,40.052019,
1483,149,-75.214004,39.947778,
1484,149,-75.177708,40.039230,
1485,148,-75.161412,40.007376,
1486,148,-75.124112,39.985119,
1487,148,-75.070505,40.001718,
1488,148,-75.194054,39.982471,
1489,148,-75.188096,39.992074,
1490,147,-75.131343,39.977604,
1491,147,-75.155004,39.922920,
1492,147,-75.124112,39.985119,
1493,146,-75.213111,40.057360,
1494,146,-75.111174,39.981667,
1495,145,-75.155004,39.922920,
1496,144,-75.169323,40.032405,
1497,144,-75.166277,40.001763,
1498,143,-75.200049,40.044168,
1499,143,-75.230559,40.067100,
1500,143,-75.188096,39.992074,
1501,142,-75.202174,40.047211,
1502,142,-75.135031,40.050934,
1503,142,-75.165335,40.024051,
1504,141,-75.199117,40.043358,
1505,141,-75.210631,39.962504,
1506,141,-75.221176,39.953430,
1507,141,-75.202174,40.047211,
1508,141,-75.188096,39.992074,
1509,141,-75.202174,40.047211,
1510,140,-75.159371,39.923784,
1511,140,-75.148686,39.936483,
1512,140,-75.156793,39.958972,
1513,140,-75.141414,39.966467,
1514,140,-75.079162,40.074967,
1515,139,-75.214004,39.947778,
1516,139,-75.069823,40.078897,
1517,138,-75.216572,39.942104,
1518,138,-75.252036,39.969568,
1519,138,-75.213111,40.057360,
1520,137,-75.216572,39.942104,
1521,137,-75.161412,40.007376,
1522,136,-75.252036,39.969568,
1523,136,-75.177900,39.931704,
1524,135,-75.190568,40.033195,
1525,135,-75.216572,39.942104,
1526,134,-75.165335,40.024051,
1527,134,-75.225502,40.053374,
1528,133,-75.225502,40.053374,
1529,133,-75.225502,40.053374,
1530,133,-75.196938,39.996677,
1531,132,-75.069823,40.078897,
1532,132,-75.165335,40.024051,
1533,132,-75.194054,39.982471,
1534,131,-75.216572,39.942104,
1535,130,-75.156969,39.938701,
1536,130,-75.158336,39.944276,
1537,130,-75.132636,39.969446,
1538,130,-75.126785,39.973255,
1539,130,-75.131026,39.985225,
1540,130,-75.167626,39.987747,
1541,130,-75.205638,40.001590,
1542,130,-75.202174,40.047211,
1543,130,-75.188513,40.035000,
1544,130,-75.165335,40.024051,
1545,129,-75.130542,39.980790,
1546,129,-75.127690,39.975100,
1547,128,-75.165335,40.024051,
1548,128,-75.213111,40.057360,
1549,127,-75.216572,39.942104,
1550,127,-75.069823,40.078897,
1551,127,-75.157836,40.002210,
1552,127,-75.069986,40.039007,
1553,126,-75.252036,39.969568,
1554,126,-75.161403,39.985353,
1555,126,-75.084264,40.035763,
1556,125,-75.194054,39.982471,
1557,125,-75.216572,39.942104,
1558,125,-75.202174,40.047211,
1559,124,-75.212672,39.944778,
1560,124,-75.165335,40.024051,
1561,123,-75.121817,39.979638,
1562,123,-75.230559,40.067100,
1563,123,-75.177985,39.931263,
1564,123,-75.135281,39.975408,
1565,123,-75.190964,40.037300,
1566,120,-75.216572,39.942104,
1567,120,-75.194054,39.982471,
1568,120,-75.212672,39.944778,
1569,120,-75.153776,39.937842,
1570,120,-75.244492,39.954130,
1571,120,-75.166069,39.955640,
1572,120,-75.142545,39.965136,
1573,120,-75.143412,39.965417,
1574,120,-75.162180,39.952220,
1575,120,-75.138419,39.974944,
1576,120,-75.129654,39.975982,
1577,120,-75.130199,39.984238,
1578,120,-75.162180,39.952220,
1579,119,-75.212260,39.946495,
1580,119,-75.165335,40.024051,
1581,118,-75.202174,40.047211,
1582,118,-75.216572,39.942104,
1583,117,-75.165335,40.024051,
1584,117,-75.179635,40.035933,
1585,117,-75.124112,39.985119,
1586,117,-75.069823,40.078897,
1587,117,-75.069823,40.078897,
1588,117,-75.202174,40.047211,
1589,115,-75.162180,39.952220,
1590,115,-75.165335,40.024051,
1591,115,-75.230559,40.067100,
1592,115,-75.225502,40.053374,
1593,114,-75.199117,40.043358,
1594,114,-75.252036,39.969568,
1595,114,-75.162180,39.952220,
1596,114,-75.124112,39.985119,
1597,113,-75.120183,39.981969,
1598,113,-75.160477,39.934451,
1599,113,-75.165335,40.024051,
1600,112,-75.216572,39.942104,
1601,112,-75.214135,39.953072,
1602,112,-75.165335,40.024051,
1603,111,-75.175110,40.029540,
1604,111,-75.188096,39.992074,
1605,111,-75.196938,39.996677,
1606,110,-75.216572,39.942104,
1607,110,-75.069823,40.078897,
1608,110,-75.228720,40.077858,
1609,110,-75.151869,39.934536,
1610,110,-75.156405,39.945889,
1611,110,-75.199588,39.962519,
1612,110,-75.142545,39.965136,
1613,110,-75.135400,39.968785,
1614,110,-75.138376,39.987204,
1615,110,-75.225502,40.053374,
1616,109,-75.213111,40.057360,
1617,109,-75.165335,40.024051,
1618,109,-75.225502,40.053374,
1619,109,-75.165335,40.024051,
1620,107,-75.216572,39.942104,
1621,107,-75.155004,39.922920,
1622,107,-75.161416,39.952097,
1623,107,-75.189583,39.958778,
1624,106,-75.124453,39.981663,
1625,106,-75.116507,39.977649,
1626,105,-75.190964,40.037300,
1627,105,-75.225502,40.053374,
1628,104,-75.133813,40.052583,
1629,103,-75.165335,40.024051,
1630,102,-75.194054,39.982471,
1631,102,-75.230559,40.067100,
1632,101,-75.069823,40.078897,
1633,101,-75.069823,40.078897,
1634,101,-75.131753,39.982167,
1635,101,-75.165335,40.024051,
1636,101,-75.213111,40.057360,
1637,100,-75.069823,40.078897,
1638,100,-75.161412,40.007376,
1639,100,-75.180246,39.948100,
1640,100,-75.181113,39.949454,
1641,100,-75.137298,39.969145,
1642,100,-75.143896,39.981624,
1643,100,-75.182680,39.983450,
1644,100,-75.129654,39.975982,
1645,99,-75.161234,39.946022,
1646,99,-75.161234,39.946022,
1647,99,-75.129654,39.975982,
1648,99,-75.127690,39.975100,
1649,99,-75.140738,39.981165,
1650,99,-75.091281,40.017776,
1651,99,-74.979591,40.094068,
1652,99,-75.069823,40.078897,
1653,99,-75.225497,39.941856,
1654,99,-75.202174,40.047211,
1655,99,-75.069823,40.078897,
1656,98,-75.069823,40.078897,
1657,98,-75.162180,39.952220,
1658,98,-75.187977,40.052019,
1659,98,-75.232652,39.997305,
1660,97,-75.215223,39.964104,
1661,97,-75.124112,39.985119,
1662,96,-75.162180,39.952220,
1663,96,-75.216435,39.952232,
1664,96,-75.124112,39.985119,
1665,96,-75.069823,40.078897,
1666,96,-75.225497,39.941856,
1667,95,-75.202740,39.965720,
1668,95,-75.069986,40.039007,
1669,94,-75.155004,39.922920,
1670,94,-75.160477,39.934451,
1671,93,-75.190964,40.037300,
1672,93,-75.200049,40.044168,
1673,92,-75.200049,40.044168,
1674,92,-75.121561,39.978517,
1675,92,-75.225502,40.053374,
1676,91,-75.225502,40.053374,
1677,91,-75.172905,39.940817,
1678,91,-75.138538,39.969374,
1679,90,-75.228720,40.077858,
1680,90,-75.069823,40.078897,
1681,89,-75.069823,40.078897,
1682,89,-75.230559,40.067100,
1683,88,-75.230559,40.067100,
